11:21:37     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:21:39      28    0.00    0.00   68.75    0.00    0.00    0.00    0.00   31.25    0.00    0.00
11:21:39      29    1.01    0.00    0.00   10.10    0.00    0.00    0.00    0.00    0.00   88.89
11:21:39      30    0.00    0.00    1.03    9.28    0.00    0.00    0.00   26.80    0.00   62.89
11:21:39      31    0.00    0.00    2.02    0.00    0.00    0.00    0.00    1.01    0.00   96.97
11:21:39      32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      33    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39      34    0.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
11:21:39      35    0.00    0.00    3.06   13.27    0.00    0.00    0.00    0.00    0.00   83.67
11:21:39      36    0.00    0.00    0.00    0.00    0.00    0.00    0.00   33.67    0.00   66.33
11:21:39      37    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
11:21:39      38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      39    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39      40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      41    0.00    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   97.98
11:21:39      42    0.00    0.00   35.79    0.00    0.00    0.00    0.00   16.84    0.00   47.37
11:21:39      43    1.00    0.00    0.00    0.00    0.00    0.00    0.00   66.00    0.00   33.00
11:21:39      44    0.00    0.00   51.52    0.00    0.00    0.00    0.00    0.00    0.00   48.48
11:21:39      45    0.00    0.00    4.08   13.27    0.00    0.00    0.00    0.00    0.00   82.65
11:21:39      46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      47    0.00    0.00   14.00    0.00    0.00    1.00    0.00   85.00    0.00    0.00
11:21:39      48    0.00    0.00   23.23    0.00    0.00    1.01    0.00   27.27    0.00   48.48
11:21:39      49    0.00    0.00   31.68    0.00    0.00    0.00    0.00    2.97    0.00   65.35
11:21:39      50    1.01    0.00   21.21    0.00    0.00    0.00    0.00    0.00    0.00   77.78
11:21:39      51    0.00    0.00   47.47    0.00    0.00    0.00    0.00   13.13    0.00   39.39
11:21:39      52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      53    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39      54    0.00    0.00   58.59    0.00    0.00    0.00    0.00   11.11    0.00   30.30
11:21:39      55    0.00    0.00   16.16    0.00    0.00    0.00    0.00    8.08    0.00   75.76
11:21:39      56    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
11:21:39      57    0.00    0.00    0.00   14.29    0.00    0.00    0.00   16.33    0.00   69.39
11:21:39      58    0.00    0.00    5.05    0.00    0.00    0.00    0.00    1.01    0.00   93.94
11:21:39      59    1.02    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   95.92
11:21:39      60    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   98.97
11:21:39      61    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
11:21:39      62    0.00    0.00    0.00    0.00    0.00    0.00    0.00   19.39    0.00   80.61
11:21:39      63    0.00    0.00   25.25    0.00    0.00    0.00    0.00   59.60    0.00   15.15
11:21:39      64    1.02    0.00   12.24    0.00    0.00    1.02    0.00    1.02    0.00   84.69
11:21:39      65    1.05    0.00   17.89    0.00    0.00    0.00    0.00    4.21    0.00   76.84
11:21:39      66    0.00    0.00    1.03    0.00    0.00    0.00    0.00    1.03    0.00   97.94
11:21:39      67    0.00    0.00    0.00    0.00    0.00    1.01    0.00    7.07    0.00   91.92
11:21:39      68    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      70    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      71    0.00    0.00   15.00    0.00    0.00    0.00    0.00   85.00    0.00    0.00
11:21:39      72    1.04    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   97.92
11:21:39      73    1.03    0.00    0.00    0.00    0.00    0.00    0.00    5.15    0.00   93.81
11:21:39      74    1.02    0.00   16.33   13.27    0.00    0.00    0.00    0.00    0.00   69.39
11:21:39      75    0.00    0.00    5.15    0.00    0.00    1.03    0.00    0.00    0.00   93.81
11:21:39      76    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39      77    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
11:21:39      78    0.00    0.00   17.35    0.00    0.00    0.00    0.00   15.31    0.00   67.35
11:21:39      79    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
11:21:39      80    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      81    0.00    0.00    0.99   13.86    0.00    0.00    0.00    0.00    0.00   85.15
11:21:39      82    0.00    0.00    1.02    4.08    0.00    0.00    0.00    0.00    0.00   94.90
11:21:39      83    0.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00   86.00
11:21:39      84    0.00    0.00    0.00    0.00    0.00    0.00    0.00   13.00    0.00   87.00
11:21:39      85    0.00    0.00    0.00    0.00    0.00    1.01    0.00   62.63    0.00   36.36
11:21:39      86    0.00    0.00    0.00   13.13    0.00    0.00    0.00    0.00    0.00   86.87
11:21:39      87    0.00    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   96.04
11:21:39      88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      89    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      90    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      91    0.00    0.00    0.00   13.27    0.00    0.00    0.00    0.00    0.00   86.73
11:21:39      92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      93    0.00    0.00    0.00    0.00    0.00    0.00    0.00   41.41    0.00   58.59
11:21:39      94    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39      95    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
11:21:39      96    2.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.96
11:21:39      97    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   98.97
11:21:39      98    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
11:21:39      99    0.00    0.00   99.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00
11:21:39     100    0.00    0.00    2.04    0.00    0.00    0.00    0.00    5.10    0.00   92.86
11:21:39     101    0.00    0.00    0.00    0.00    0.00    0.00    0.00   71.00    0.00   29.00
11:21:39     102    0.00    0.00    0.00    0.00    0.00    1.01    0.00   74.75    0.00   24.24
11:21:39     103    0.00    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   85.86
11:21:39     104    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.01    0.00   98.99
11:21:39     105    0.00    0.00    0.00    0.00    0.00    0.00    0.00   20.20    0.00   79.80
11:21:39     106    0.00    0.00    6.06    0.00    0.00    0.00    0.00   36.36    0.00   57.58
11:21:39     107    0.00    0.00   61.00    0.00    0.00    0.00    0.00    0.00    0.00   39.00
11:21:39     108    0.00    0.00    0.00    0.00    0.00    1.01    0.00   69.70    0.00   29.29
11:21:39     109    0.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00   85.00
11:21:39     110    0.00    0.00   14.00    0.00    0.00    2.00    0.00   67.00    0.00   17.00
11:21:39     111    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
11:21:39     112    0.00    0.00   73.20    0.00    0.00    0.00    0.00   22.68    0.00    4.12
11:21:39     113    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
11:21:39     114    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
11:21:39     115    0.00    0.00    3.00   14.00    0.00    0.00    0.00    0.00    0.00   83.00
11:21:39     116    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     117    0.00    0.00   90.62    0.00    0.00    0.00    0.00    2.08    0.00    7.29
11:21:39     118    0.00    0.00    2.04   12.24    0.00    0.00    0.00    1.02    0.00   84.69
11:21:39     119    0.00    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   89.80
11:21:39     120    0.00    0.00    8.08    0.00    0.00    0.00    0.00   41.41    0.00   50.51
11:21:39     121    0.00    0.00   17.35    0.00    0.00    8.16    0.00    0.00    0.00   74.49
11:21:39     122    0.00    0.00    9.18    0.00    0.00    2.04    0.00   35.71    0.00   53.06
11:21:39     123    0.00    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:21:39     124    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
11:21:39     125    0.00    0.00    0.00    0.00    0.00    0.00    0.00   90.91    0.00    9.09
11:21:39     126    0.00    0.00    4.12   12.37    0.00    0.00    0.00    0.00    0.00   83.51
11:21:39     127    0.00    0.00    1.04   12.50    0.00    0.00    0.00    0.00    0.00   86.46
11:21:39     128    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
11:21:39     129    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
11:21:39     130    1.03    0.00    1.03    0.00    0.00    0.00    0.00    7.22    0.00   90.72
11:21:39     131    1.02    0.00    2.04    0.00    0.00    0.00    0.00    1.02    0.00   95.92
11:21:39     132    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     133    0.00    0.00   46.94    0.00    0.00    0.00    0.00    0.00    0.00   53.06
11:21:39     134    0.00    0.00    0.00    0.00    0.00    0.00    0.00   58.59    0.00   41.41
11:21:39     135    2.04    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   86.73
11:21:39     136    0.00    0.00    5.21    0.00    0.00    0.00    0.00    4.17    0.00   90.62
11:21:39     137    0.00    0.00    1.05    0.00    0.00    0.00    0.00    2.11    0.00   96.84
11:21:39     138    0.00    0.00    8.16   13.27    0.00    0.00    0.00    1.02    0.00   77.55
11:21:39     139    0.00    0.00    2.08    0.00    0.00    0.00    0.00    1.04    0.00   96.88
11:21:39     140    0.00    0.00   13.54    0.00    0.00    0.00    0.00    0.00    0.00   86.46
11:21:39     141    0.00    0.00    1.06    1.06    0.00    0.00    0.00    0.00    0.00   97.87
11:21:39     142    1.04    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   88.54
11:21:39     143    1.00    0.00    8.00    1.00    0.00    0.00    0.00    0.00    0.00   90.00
11:21:39     144    0.00    0.00    3.12    0.00    0.00    0.00    0.00    8.33    0.00   88.54
11:21:39     145    0.00    0.00    2.02    0.00    0.00    0.00    0.00   24.24    0.00   73.74
11:21:39     146    0.00    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   91.75
11:21:39     147    1.01    0.00    2.02    0.00    0.00    0.00    0.00   20.20    0.00   76.77
11:21:39     148    1.01    0.00    2.02    0.00    0.00    0.00    0.00    5.05    0.00   91.92
11:21:39     149    2.04    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   96.94
11:21:39     150    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
11:21:39     151    0.00    0.00    0.00    0.00    0.00    0.00    0.00   29.59    0.00   70.41
11:21:39     152    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.04    0.00   98.96
11:21:39     153    2.02    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   95.96
11:21:39     154    7.07    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   91.92
11:21:39     155    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     156    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
11:21:39     157    1.03    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   89.69
11:21:39     158    2.00    0.00   13.00    0.00    0.00    0.00    0.00   37.00    0.00   48.00
11:21:39     159    1.01    0.00   11.11    0.00    0.00    0.00    0.00   36.36    0.00   51.52
11:21:39     160    0.00    0.00   31.68    0.00    0.00    0.00    0.00   68.32    0.00    0.00
11:21:39     161    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
11:21:39     162    0.00    0.00   31.31    0.00    0.00    0.00    0.00    1.01    0.00   67.68
11:21:39     163    1.02    0.00    8.16    1.02    0.00    0.00    0.00    1.02    0.00   88.78
11:21:39     164    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     165    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39     166    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.06    0.00   97.94
11:21:39     167    3.09    0.00    0.00    0.00    0.00    0.00    0.00   13.40    0.00   83.51
11:21:39     168    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
11:21:39     169    2.04    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   95.92
11:21:39     170    2.06    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   95.88
11:21:39     171    1.03    0.00    1.03    0.00    0.00    0.00    0.00    2.06    0.00   95.88
11:21:39     172    0.00    0.00    4.95    0.00    0.00    0.00    0.00    0.99    0.00   94.06
11:21:39     173    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
11:21:39     174    0.00    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   88.89
11:21:39     175    0.99    0.00   20.79    0.00    0.00    0.00    0.00    0.00    0.00   78.22
11:21:39     176   13.13    0.00    0.00    7.07    0.00    0.00    0.00    0.00    0.00   79.80
11:21:39     177    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00    0.00    0.00
11:21:39     178    0.00    0.00   62.00    0.00    0.00    0.00    0.00    8.00    0.00   30.00
11:21:39     179    0.00    0.00   26.00    0.00    0.00    0.00    0.00    3.00    0.00   71.00
11:21:39     180    1.01    0.00    1.01    0.00    0.00    0.00    0.00    1.01    0.00   96.97
11:21:39     181    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.06    0.00   98.94
11:21:39     182    0.00    0.00   12.12    1.01    0.00    0.00    0.00    0.00    0.00   86.87
11:21:39     183    0.00    0.00   13.13    0.00    0.00    0.00    0.00    6.06    0.00   80.81
11:21:39     184    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
11:21:39     185    0.00    0.00   12.12    0.00    0.00    0.00    0.00   61.62    0.00   26.26
11:21:39     186    0.00    0.00   66.00    0.00    0.00    0.00    0.00    0.00    0.00   34.00
11:21:39     187    0.00    0.00   34.69    0.00    0.00    0.00    0.00    0.00    0.00   65.31
11:21:39     188    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
11:21:39     189    0.00    0.00   24.00    0.00    0.00    0.00    0.00   55.00    0.00   21.00
11:21:39     190    0.00    0.00    0.00    0.00    0.00    0.00    0.00   51.52    0.00   48.48
11:21:39     191    0.00    0.00    0.00    0.00    0.00    0.00    0.00   12.37    0.00   87.63
11:21:39     192    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39     193    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     194    0.00    0.00   83.00    0.00    0.00    0.00    0.00   17.00    0.00    0.00
11:21:39     195    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     196    0.00    0.00   16.00    0.00    0.00    0.00    0.00   84.00    0.00    0.00
11:21:39     197    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     198    1.00    0.00   76.00    0.00    0.00    0.00    0.00   23.00    0.00    0.00
11:21:39     199    0.00    0.00    5.00    0.00    0.00    0.00    0.00    1.00    0.00   94.00
11:21:39     200    2.00    0.00   42.00    0.00    0.00    0.00    0.00    0.00    0.00   56.00
11:21:39     201    0.00    0.00   17.00    0.00    0.00    0.00    0.00    0.00    0.00   83.00
11:21:39     202    1.02    0.00   31.63    0.00    0.00    0.00    0.00    7.14    0.00   60.20
11:21:39     203    0.00    0.00   57.43    0.99    0.00    0.00    0.00    1.98    0.00   39.60
11:21:39     204    0.00    0.00    1.00    0.00    0.00    0.00    0.00   99.00    0.00    0.00
11:21:39     205    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     206    0.00    0.00    2.97    0.00    0.00    0.00    0.00   49.50    0.00   47.52
11:21:39     207    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
11:21:39     208    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     209    0.00    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   90.91
11:21:39     210    0.00    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   98.96
11:21:39     211    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     212    1.01    0.00    0.00    0.00    0.00    0.00    0.00   65.66    0.00   33.33
11:21:39     213    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     214    0.00    0.00    1.01    0.00    0.00    0.00    0.00    1.01    0.00   97.98
11:21:39     215    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     216    0.00    0.00   98.00    0.00    0.00    0.00    0.00    2.00    0.00    0.00
11:21:39     217    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
11:21:39     218    0.00    0.00    1.02    0.00    0.00    0.00    0.00   21.43    0.00   77.55
11:21:39     219    1.03    0.00    1.03    0.00    0.00    0.00    0.00   44.33    0.00   53.61
11:21:39     220    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:39     221    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39     222    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
11:21:39     223    0.00    0.00    1.00    0.00    0.00    0.00    0.00   99.00    0.00    0.00
11:21:39     224    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
11:21:39     225   12.24    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   81.63
11:21:39     226    0.00    0.00    1.00    0.00    0.00    0.00    0.00   43.00    0.00   56.00
11:21:39     227    0.00    0.00    2.02    0.00    0.00    0.00    0.00    3.03    0.00   94.95
11:21:39     228    0.00    0.00   25.00    0.00    0.00    0.00    0.00   37.00    0.00   38.00
11:21:39     229    1.01    0.00    1.01    0.00    0.00    0.00    0.00   17.17    0.00   80.81
11:21:39     230    0.00    0.00    2.02    0.00    0.00    0.00    0.00    8.08    0.00   89.90
11:21:39     231    0.00    0.00    0.00    0.00    0.00    0.00    0.00   10.42    0.00   89.58
11:21:39     232    1.06    0.00   27.66    0.00    0.00    0.00    0.00   10.64    0.00   60.64
11:21:39     233    0.00    0.00   17.71    0.00    0.00    0.00    0.00    6.25    0.00   76.04
11:21:39     234    0.00    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   93.88
11:21:39     235    0.00    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   92.86
11:21:39     236    1.02    0.00    3.06    1.02    0.00    0.00    0.00    0.00    0.00   94.90
11:21:39     237    0.00    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
11:21:39     238    0.00    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   89.90
11:21:39     239    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39     240    0.00    0.00    9.00    0.00    0.00    0.00    0.00   21.00    0.00   70.00
11:21:39     241    0.00    0.00    3.00    0.00    0.00    0.00    0.00   27.00    0.00   70.00
11:21:39     242    0.99    0.00    1.98    0.00    0.00    0.00    0.00    6.93    0.00   90.10
11:21:39     243    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
11:21:39     244    0.99    0.00   15.84    0.00    0.00    0.00    0.00    0.00    0.00   83.17
11:21:39     245    0.00    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   87.88
11:21:39     246    0.00    0.00   63.37    0.00    0.00    0.00    0.00   36.63    0.00    0.00
11:21:39     247    8.91    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   90.10
11:21:39     248    0.00    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   89.90
11:21:39     249    0.00    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   92.93
11:21:39     250    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39     251    0.00    0.00    0.00    0.00    0.00    0.00    0.00    1.02    0.00   98.98
11:21:39     252    1.01    0.00   54.55    0.00    0.00    0.00    0.00    0.00    0.00   44.44
11:21:39     253    0.00    0.00   18.37    0.00    0.00    0.00    0.00    0.00    0.00   81.63
11:21:39     254    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:39     255    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

11:21:39     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:21:40     all    0.43    0.00    9.29    0.21    0.00    0.15    0.00   16.51    0.00   73.36
11:21:40       0    0.00    0.00   28.05    0.00    0.00    0.00    0.00    1.22    0.00   70.73
11:21:40       1    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
11:21:40       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:40       4    0.00    0.00    2.02    1.01    0.00    0.00    0.00    5.05    0.00   91.92
11:21:40       5    1.02    0.00    6.12    3.06    0.00    2.04    0.00   64.29    0.00   23.47
11:21:40       6    0.00    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   97.94
11:21:40       7    0.00    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   97.94
11:21:40       8    0.00    0.00    0.00    0.00    0.00    1.98    0.00   98.02    0.00    0.00
11:21:40       9    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
11:21:40      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      11    0.00    0.00    0.00    0.00    0.00   22.00    0.00   78.00    0.00    0.00
11:21:40      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00   20.41    0.00   79.59
11:21:40      13    0.00    0.00   58.16    0.00    0.00    0.00    0.00    2.04    0.00   39.80
11:21:40      14    0.00    0.00    8.08    0.00    0.00    1.01    0.00   53.54    0.00   37.37
11:21:40      15    0.00    0.00   29.90    0.00    0.00    0.00    0.00    0.00    0.00   70.10
11:21:40      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:40      18    1.01    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   90.91
11:21:40      19    0.00    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   92.86
11:21:40      20    1.00    0.00   24.00    0.00    0.00    1.00    0.00   59.00    0.00   15.00
11:21:40      21    0.00    0.00   18.00    0.00    0.00    0.00    0.00    0.00    0.00   82.00
11:21:40      22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      23    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:40      24    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00    0.00    1.00
11:21:40      25    1.03    0.00    0.00    0.00    0.00    0.00    0.00   13.40    0.00   85.57
11:21:40      26    1.05    0.00    4.21    1.05    0.00    0.00    0.00    4.21    0.00   89.47
11:21:40      27    0.00    0.00    2.13    3.19    0.00    0.00    0.00    0.00    0.00   94.68
11:21:40      28    1.01    0.00   56.57    0.00    0.00    0.00    0.00   42.42    0.00    0.00
11:21:40      29    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
11:21:40      30    0.00    0.00    1.03    0.00    0.00    0.00    0.00   20.62    0.00   78.35
11:21:40      31    0.00    0.00   35.79    0.00    0.00    0.00    0.00    2.11    0.00   62.11
11:21:40      32    0.00    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   90.91
11:21:40      33    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00    0.00    0.00
11:21:40      34    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
11:21:40      35    0.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   91.00
11:21:40      36    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
11:21:40      37    1.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.98
11:21:40      38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      39    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:40      40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      42    0.00    0.00    4.04    1.01    0.00    0.00    0.00    0.00    0.00   94.95
11:21:40      43    0.00    0.00   11.22    0.00    0.00    0.00    0.00   15.31    0.00   73.47
11:21:40      44    0.00    0.00    0.99    0.00    0.00    0.00    0.00   36.63    0.00   62.38
11:21:40      45    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
11:21:40      46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      47    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:40      48    0.00    0.00   11.00    0.00    0.00    1.00    0.00    7.00    0.00   81.00
11:21:40      49    1.00    0.00    0.00    0.00    0.00    0.00    0.00    6.00    0.00   93.00
11:21:40      50    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
11:21:40      51    0.00    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   85.86
11:21:40      52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      53    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00
11:21:40      54    0.00    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   82.83
11:21:40      55    0.00    0.00   22.45    0.00    0.00    0.00    0.00   46.94    0.00   30.61
11:21:40      56    0.00    0.00    2.04    0.00    0.00    0.00    0.00    1.02    0.00   96.94
11:21:40      57    0.00    0.00   15.00    0.00    0.00    0.00    0.00   85.00    0.00    0.00
11:21:40      58    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:21:40      59    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
